hexId,col,row,terrain,mp,edges,source
1518,15,18,mixed,2,,auto
1519,15,19,broken,3,,auto
1520,15,20,mixed,2,,auto
1521,15,21,mixed,2,,auto
1522,15,22,broken,3,,auto
1523,15,23,mixed,2,,auto
1524,15,24,mixed,2,,auto
1525,15,25,mixed,2,,auto
1526,15,26,mixed,2,,auto
1601,16,1,mixed,2,,auto
1602,16,2,mixed,2,,auto
1603,16,3,broken,3,,auto
1604,16,4,mixed,2,,auto
1605,16,5,mixed,2,,auto
1606,16,6,mixed,2,,auto
1607,16,7,mixed,2,,auto
1608,16,8,mixed,2,,auto
1609,16,9,mixed,2,,auto
1610,16,10,mixed,2,,auto
1611,16,11,mixed,2,,auto
1612,16,12,mixed,2,,auto
1613,16,13,mixed,2,,auto
1614,16,14,mixed,2,,auto
1615,16,15,mixed,2,,auto
1616,16,16,broken,3,,auto
1617,16,17,mixed,2,,auto
1618,16,18,broken,3,,auto
1619,16,19,broken,3,,auto
1620,16,20,mixed,2,,auto
1621,16,21,mixed,2,,auto
1622,16,22,mixed,2,,auto
1623,16,23,town,1,,manual
1624,16,24,mixed,2,,auto
1625,16,25,mixed,2,,auto
1626,16,26,broken,3,,auto
1701,17,1,mixed,2,,auto
1702,17,2,mixed,2,,auto
1703,17,3,broken,3,,auto
1704,17,4,mixed,2,,auto
1705,17,5,mixed,2,,auto
1706,17,6,mixed,2,,auto
1707,17,7,mixed,2,,auto
1708,17,8,mixed,2,,auto
1709,17,9,mixed,2,,auto
1710,17,10,mixed,2,,auto
1711,17,11,mixed,2,,auto
1712,17,12,mixed,2,,auto
1713,17,13,broken,3,,auto
1714,17,14,mixed,2,,auto
1715,17,15,mixed,2,,auto
1716,17,16,mixed,2,,auto
1717,17,17,mixed,2,,auto
1718,17,18,mixed,2,,auto
1719,17,19,mixed,2,,auto
1720,17,20,mixed,2,,auto
1721,17,21,mixed,2,,auto
1722,17,22,mixed,2,,auto
1723,17,23,mixed,2,,auto
1724,17,24,mixed,2,,auto
1725,17,25,mixed,2,,auto
1726,17,26,mixed,2,,auto
1801,18,1,mixed,2,,auto
1802,18,2,broken,3,,auto
1803,18,3,mixed,2,,auto
1804,18,4,mixed,2,,auto
1805,18,5,mixed,2,,auto
1806,18,6,mixed,2,,auto
1807,18,7,woods,2,,auto
1808,18,8,mixed,2,,auto
1809,18,9,mixed,2,,auto
1810,18,10,mixed,2,,auto
1811,18,11,woods,2,,auto
1812,18,12,broken,3,,auto
1813,18,13,mixed,2,,auto
1814,18,14,mixed,2,,auto
1815,18,15,mixed,2,,auto
1816,18,16,town,1,,manual
1817,18,17,mixed,2,,auto
1818,18,18,mixed,2,,auto
1819,18,19,mixed,2,,auto
1820,18,20,mixed,2,,auto
1821,18,21,mixed,2,,auto
1822,18,22,mixed,2,,auto
1823,18,23,mixed,2,,auto
1824,18,24,mixed,2,,auto
1825,18,25,mixed,2,,auto
1826,18,26,broken,3,,auto
1901,19,1,broken,3,,auto
1902,19,2,mixed,2,,auto
1903,19,3,mixed,2,,auto
1904,19,4,mixed,2,,auto
1905,19,5,mixed,2,,auto
1906,19,6,mixed,2,,auto
1907,19,7,woods,2,,auto
1908,19,8,woods,2,,auto
1909,19,9,mixed,2,,auto
1910,19,10,woods,2,,auto
1911,19,11,woods,2,,auto
1912,19,12,rough,4,,auto
1913,19,13,mixed,2,,auto
1914,19,14,mixed,2,,auto
1915,19,15,woods,2,,auto
1916,19,16,mixed,2,,auto
1917,19,17,mixed,2,,auto
1918,19,18,mixed,2,,auto
1919,19,19,mixed,2,,auto
1920,19,20,mixed,2,,auto
1921,19,21,broken,3,,auto
1922,19,22,woods,2,,auto
1923,19,23,town,1,,manual
1924,19,24,broken,3,,auto
1925,19,25,broken,3,,auto
1926,19,26,woods,2,,auto
2001,20,1,mixed,2,,auto
2002,20,2,broken,3,,auto
2003,20,3,broken,3,,auto
2004,20,4,mixed,2,,auto
2005,20,5,mixed,2,,auto
2006,20,6,mixed,2,,auto
2007,20,7,mixed,2,,auto
2008,20,8,mixed,2,,auto
2009,20,9,mixed,2,,auto
2010,20,10,woods,2,,auto
2011,20,11,mixed,2,,auto
2012,20,12,mixed,2,,auto
2013,20,13,broken,3,,auto
2014,20,14,mixed,2,,auto
2015,20,15,mixed,2,,auto
2016,20,16,mixed,2,,auto
2017,20,17,mixed,2,,auto
2018,20,18,mixed,2,,auto
2019,20,19,mixed,2,,auto
2020,20,20,town,1,,manual
2021,20,21,rough,4,,auto
2022,20,22,broken,3,,auto
2023,20,23,broken,3,,auto
2024,20,24,mixed,2,,auto
2025,20,25,broken,3,,auto
2026,20,26,broken,3,,auto
2101,21,1,broken,3,,auto
2102,21,2,mixed,2,,auto
2103,21,3,broken,3,,auto
2104,21,4,broken,3,,auto
2105,21,5,mixed,2,,auto
2106,21,6,mixed,2,,auto
2107,21,7,mixed,2,,auto
2108,21,8,mixed,2,,auto
2109,21,9,mixed,2,,auto
2110,21,10,woods,2,,auto
2111,21,11,broken,3,,auto
2112,21,12,mixed,2,,auto
2113,21,13,mixed,2,,auto
2114,21,14,mixed,2,,auto
2115,21,15,mixed,2,,auto
2116,21,16,town,1,,manual
2117,21,17,mixed,2,,auto
2118,21,18,mixed,2,,auto
2119,21,19,mixed,2,,auto
2120,21,20,broken,3,,auto
2121,21,21,mixed,2,,auto
2122,21,22,woods,2,,auto
2123,21,23,rough,4,,auto
2124,21,24,mixed,2,,auto
2125,21,25,mixed,2,,auto
2126,21,26,rough,4,,auto
2201,22,1,broken,3,,auto
2202,22,2,broken,3,,auto
2203,22,3,broken,3,,auto
2204,22,4,broken,3,,auto
2205,22,5,broken,3,,auto
2206,22,6,mixed,2,,auto
2207,22,7,mixed,2,,auto
2208,22,8,broken,3,,auto
2209,22,9,town,1,,manual
2210,22,10,woods,2,,auto
2211,22,11,mixed,2,,auto
2212,22,12,mixed,2,,auto
2213,22,13,mixed,2,,auto
2214,22,14,mixed,2,,auto
2215,22,15,broken,3,,auto
2216,22,16,mixed,2,,auto
2217,22,17,mixed,2,,auto
2218,22,18,mixed,2,,auto
2219,22,19,mixed,2,,auto
2220,22,20,broken,3,,auto
2221,22,21,woods,2,,auto
2222,22,22,rough,4,,auto
2223,22,23,broken,3,,auto
2224,22,24,mixed,2,,auto
2225,22,25,woods,2,,auto
2226,22,26,broken,3,,auto
2301,23,1,mixed,2,,auto
2302,23,2,broken,3,,auto
2303,23,3,broken,3,,auto
2304,23,4,broken,3,,auto
2305,23,5,broken,3,,auto
2306,23,6,broken,3,,auto
2307,23,7,mixed,2,,auto
2308,23,8,mixed,2,,auto
2309,23,9,mixed,2,,auto
2310,23,10,mixed,2,,auto
2311,23,11,mixed,2,,auto
2312,23,12,mixed,2,,auto
2313,23,13,broken,3,,auto
2314,23,14,broken,3,,auto
2315,23,15,mixed,2,,auto
2316,23,16,broken,3,,auto
2317,23,17,woods,2,,auto
2318,23,18,mixed,2,,auto
2319,23,19,mixed,2,,auto
2320,23,20,town,1,,manual
2321,23,21,woods,2,,auto
2322,23,22,rough,4,,auto
2323,23,23,town,1,,manual
2324,23,24,mixed,2,,auto
2325,23,25,broken,3,,auto
2326,23,26,woods,2,,auto
2401,24,1,mixed,2,,auto
2402,24,2,broken,3,,auto
2403,24,3,broken,3,,auto
2404,24,4,broken,3,,auto
2405,24,5,broken,3,,auto
2406,24,6,broken,3,,auto
2407,24,7,mixed,2,,auto
2408,24,8,broken,3,,auto
2409,24,9,mixed,2,,auto
2410,24,10,broken,3,,auto
2411,24,11,broken,3,,auto
2412,24,12,broken,3,,auto
2413,24,13,mixed,2,,auto
2414,24,14,broken,3,,auto
2415,24,15,mixed,2,,auto
2416,24,16,woods,2,,auto
2417,24,17,mixed,2,,auto
2418,24,18,mixed,2,,auto
2419,24,19,woods,2,,auto
2420,24,20,woods,2,,auto
2421,24,21,city,1,,manual
2422,24,22,city,1,,manual
2423,24,23,broken,3,,auto
2424,24,24,mixed,2,,auto
2425,24,25,mixed,2,,auto
2426,24,26,broken,3,,auto
2501,25,1,broken,3,,auto
2502,25,2,broken,3,,auto
2503,25,3,mixed,2,,auto
2504,25,4,mixed,2,,auto
2505,25,5,broken,3,,auto
2506,25,6,broken,3,,auto
2507,25,7,broken,3,,auto
2508,25,8,broken,3,,auto
2509,25,9,broken,3,,auto
2510,25,10,broken,3,,auto
2511,25,11,broken,3,,auto
2512,25,12,broken,3,,auto
2513,25,13,mixed,2,,auto
2514,25,14,mixed,2,,auto
2515,25,15,broken,3,,auto
2516,25,16,broken,3,,auto
2517,25,17,woods,2,,auto
2518,25,18,mixed,2,,auto
2519,25,19,broken,3,,auto
2520,25,20,broken,3,,auto
2521,25,21,city,1,,manual
2522,25,22,city,1,,manual
2523,25,23,mixed,2,,auto
2524,25,24,mixed,2,,auto
2525,25,25,mixed,2,,auto
2526,25,26,mixed,2,,auto
2601,26,1,broken,3,,auto
2602,26,2,broken,3,,auto
2603,26,3,mixed,2,,auto
2604,26,4,broken,3,,auto
2605,26,5,mixed,2,,auto
2606,26,6,mixed,2,,auto
2607,26,7,mixed,2,,auto
2608,26,8,mixed,2,,auto
2609,26,9,mixed,2,,auto
2610,26,10,broken,3,,auto
2611,26,11,broken,3,,auto
2612,26,12,mixed,2,,auto
2613,26,13,mixed,2,,auto
2614,26,14,mixed,2,,auto
2615,26,15,mixed,2,,auto
2616,26,16,broken,3,,auto
2617,26,17,broken,3,,auto
2618,26,18,broken,3,,auto
2619,26,19,mixed,2,,auto
2620,26,20,broken,3,,auto
2621,26,21,broken,3,,auto
2622,26,22,city,1,,manual
2623,26,23,mixed,2,,auto
2624,26,24,mixed,2,,auto
2625,26,25,mixed,2,,auto
2626,26,26,broken,3,,auto
2701,27,1,broken,3,,auto
2702,27,2,broken,3,,auto
2703,27,3,broken,3,,auto
2704,27,4,broken,3,,auto
2705,27,5,broken,3,,auto
2706,27,6,broken,3,,auto
2707,27,7,mixed,2,,auto
2708,27,8,mixed,2,,auto
2709,27,9,broken,3,,auto
2710,27,10,mixed,2,,auto
2711,27,11,mixed,2,,auto
2712,27,12,broken,3,,auto
2713,27,13,mixed,2,,auto
2714,27,14,mixed,2,,auto
2715,27,15,mixed,2,,auto
2716,27,16,broken,3,,auto
2717,27,17,mixed,2,,auto
2718,27,18,mixed,2,,auto
2719,27,19,mixed,2,,auto
2720,27,20,mixed,2,,auto
2721,27,21,broken,3,,auto
2722,27,22,mixed,2,,auto
2723,27,23,mixed,2,,auto
2724,27,24,mixed,2,,auto
2725,27,25,mixed,2,,auto
2726,27,26,mixed,2,,auto
2801,28,1,broken,3,,auto
2802,28,2,broken,3,,auto
2803,28,3,mixed,2,,auto
2804,28,4,mixed,2,,auto
2805,28,5,mixed,2,,auto
2806,28,6,broken,3,,auto
2807,28,7,broken,3,,auto
2808,28,8,broken,3,,auto
2809,28,9,mixed,2,,auto
2810,28,10,mixed,2,,auto
2811,28,11,mixed,2,,auto
2812,28,12,broken,3,,auto
2813,28,13,broken,3,,auto
2814,28,14,broken,3,,auto
2815,28,15,broken,3,,auto
2816,28,16,mixed,2,,auto
2817,28,17,mixed,2,,auto
2818,28,18,mixed,2,,auto
2819,28,19,mixed,2,,auto
2820,28,20,broken,3,,auto
2821,28,21,mixed,2,,auto
2822,28,22,mixed,2,,auto
2823,28,23,mixed,2,,auto
2824,28,24,mixed,2,,auto
2825,28,25,mixed,2,,auto
2826,28,26,broken,3,,auto
2901,29,1,broken,3,,auto
2902,29,2,broken,3,,auto
2903,29,3,broken,3,,auto
2904,29,4,broken,3,,auto
2905,29,5,broken,3,,auto
2906,29,6,mixed,2,,auto
2907,29,7,broken,3,,auto
2908,29,8,broken,3,,auto
2909,29,9,mixed,2,,auto
2910,29,10,mixed,2,,auto
2911,29,11,mixed,2,,auto
2912,29,12,broken,3,,auto
2913,29,13,mixed,2,,auto
2914,29,14,broken,3,,auto
2915,29,15,mixed,2,,auto
2916,29,16,broken,3,,auto
2917,29,17,woods,2,,auto
2918,29,18,woods,2,,auto
2919,29,19,broken,3,,auto
2920,29,20,broken,3,,auto
2921,29,21,broken,3,,auto
2922,29,22,mixed,2,,auto
2923,29,23,mixed,2,,auto
2924,29,24,mixed,2,,auto
2925,29,25,mixed,2,,auto
2926,29,26,mixed,2,,auto
3001,30,1,broken,3,,auto
3002,30,2,broken,3,,auto
3003,30,3,broken,3,,auto
3004,30,4,broken,3,,auto
3005,30,5,mixed,2,,auto
3006,30,6,broken,3,,auto
3007,30,7,broken,3,,auto
3008,30,8,broken,3,,auto
3009,30,9,mixed,2,,auto
3010,30,10,broken,3,,auto
3011,30,11,mixed,2,,auto
3012,30,12,mixed,2,,auto
3013,30,13,broken,3,,auto
3014,30,14,mixed,2,,auto
3015,30,15,mixed,2,,auto
3016,30,16,woods,2,,auto
3017,30,17,mixed,2,,auto
3018,30,18,mixed,2,,auto
3019,30,19,town,1,,manual
3020,30,20,broken,3,,auto
3021,30,21,mixed,2,,auto
3022,30,22,mixed,2,,auto
3023,30,23,mixed,2,,auto
3024,30,24,mixed,2,,auto
3025,30,25,mixed,2,,auto
3026,30,26,broken,3,,auto
3101,31,1,broken,3,,auto
3102,31,2,broken,3,,auto
3103,31,3,broken,3,,auto
3104,31,4,broken,3,,auto
3105,31,5,broken,3,,auto
3106,31,6,mixed,2,,auto
3107,31,7,broken,3,,auto
3108,31,8,mixed,2,,auto
3109,31,9,mixed,2,,auto
3110,31,10,mixed,2,,auto
3111,31,11,broken,3,,auto
3112,31,12,broken,3,,auto
3113,31,13,woods,2,,auto
3114,31,14,woods,2,,auto
3115,31,15,woods,2,,auto
3116,31,16,woods,2,,auto
3117,31,17,broken,3,,auto
3118,31,18,mixed,2,,auto
3119,31,19,broken,3,,auto
3120,31,20,broken,3,,auto
3121,31,21,broken,3,,auto
3122,31,22,mixed,2,,auto
3123,31,23,mixed,2,,auto
3124,31,24,mixed,2,,auto
3125,31,25,mixed,2,,auto
3126,31,26,broken,3,,auto
3201,32,1,broken,3,,auto
3202,32,2,broken,3,,auto
3203,32,3,broken,3,,auto
3204,32,4,broken,3,,auto
3205,32,5,mixed,2,,auto
3206,32,6,mixed,2,,auto
3207,32,7,broken,3,,auto
3208,32,8,broken,3,,auto
3209,32,9,broken,3,,auto
3210,32,10,broken,3,,auto
3211,32,11,broken,3,,auto
3212,32,12,broken,3,,auto
3213,32,13,broken,3,,auto
3214,32,14,broken,3,,auto
3215,32,15,broken,3,,auto
3216,32,16,broken,3,,auto
3217,32,17,broken,3,,auto
3218,32,18,broken,3,,auto
3219,32,19,broken,3,,auto
3220,32,20,broken,3,,auto
3221,32,21,broken,3,,auto
3222,32,22,broken,3,,auto
3223,32,23,mixed,2,,auto
3224,32,24,town,1,,manual
3225,32,25,broken,3,,auto
3226,32,26,broken,3,,auto
3301,33,1,broken,3,,auto
3302,33,2,broken,3,,auto
3303,33,3,broken,3,,auto
3304,33,4,broken,3,,auto
3305,33,5,broken,3,,auto
3306,33,6,mixed,2,,auto
3307,33,7,broken,3,,auto
3308,33,8,woods,2,,auto
3309,33,9,mixed,2,,auto
3310,33,10,mixed,2,,auto
3311,33,11,woods,2,,auto
3312,33,12,woods,2,,auto
